Subscription_Status,Age,Monthly_Fee,Avg_Class_Attendance,Check_Ins_Per_Month,Years_As_Member,Cardio_Machine_Minutes,Weight_Room_Minutes,Personal_Trainer_Sessions,Complaints_Filed,Friend_Referrals,Gender,Home_Branch,Payment_Method,Join_Date,Promo_Code_Used,Locker_Rented,Favorite_Workout_Time,Member_ID,Notes_Field
Cancelled,33,49.99,4,1,11.5,90,41,2,1,0,femal,Northside,Direct Debit,2024-03-10,nan,Yes,Morning,GYM-17361,Prefers morning yoga
Renewed,22,59.99,2,6,2.6,141,189,0,1,0,Female,Northside,Direct Debit,11/03/24,nan,No,Evening,GYM-61559,Requested new barbell sets
Cancelled,40,59.99,3,1,0.0,41,122,1,2,0,m,Northside,Direct Debit,2024-03-13,nan,Yes,Night,GYM-12567,Requested new barbell sets
Renewed,50,49.99,5,5,0.5,248,188,0,0,0,femal,Downtown,Direct Debit,2024-03-14,nan,Yes,Evening,GYM-68440,Showers are cold
Cancelled,47,79.99,4,1,7.1,294,251,1,0,0,Female,Northside,Credit Card,2024-03-16,nan,No,Morning,GYM-85713,Requested new barbell sets
Cancelled,32,49.99,2,4,3.3,257,91,0,2,0,M,Downtown,Cash,17/03/24,nan,No,Afternoon,GYM-45917,Showers are cold
Cancelled,49,,4,3,1.7,0,212,1,5,0,F,Downtown,Direct Debit,2024-03-19,WINTER20,No,Evening,GYM-34211,Showers are cold
Cancelled,36,49.99,6,4,0.5,108,317,2,4,0,m,Northside,Credit Card,2024-03-20,nan,No,Night,GYM-76893,Requested new barbell sets
Renewed,31,59.99,6,6,0.0,124,201,0,0,0,F,Northside,Credit Card,2024-03-22,nan,Yes,Night,GYM-98148,Prefers morning yoga
Renewed,28,,8,11,0.0,63,267,2,0,0,F,Northside,Cash,23/03/24,nan,No,Morning,GYM-97535,Requested new barbell sets
Renewed,31,49.99,0,5,1.9,205,154,0,0,0,Female,Uptown,Cash,2024-03-25,nan,No,Evening,GYM-36150,Showers are cold
Cancelled,31,59.99,5,2,0.0,243,194,0,2,0,m,Downtown,Direct Debit,2024-03-26,nan,No,Afternoon,GYM-73507,Showers are cold
Cancelled,36,49.99,2,2,10.1,77,27,1,3,0,F,Northside,Cash,2024-03-27,nan,No,Afternoon,GYM-11605,Prefers morning yoga
Cancelled,36,59.99,5,2,0.4,110,193,1,1,0,Male,Downtown,Cash,29/03/24,nan,Yes,Night,GYM-82820,Showers are cold
Renewed,35,49.99,1,5,2.5,141,222,2,0,0,M,Uptown,Cash,2024-03-30,nan,No,Morning,GYM-64127,Prefers morning yoga
Renewed,39,49.99,2,6,0.3,215,106,2,0,0,femal,Uptown,Cash,2024-04-01,nan,No,Night,GYM-64721,Requested new barbell sets
Renewed,46,79.99,3,8,1.6,15,148,0,2,0,Female,Northside,Direct Debit,2024-04-02,WINTER20,Yes,Night,GYM-59179,Prefers morning yoga
Renewed,44,49.99,4,6,0.2,53,134,1,0,0,m,Downtown,Credit Card,04/04/24,SUMMER50,No,Night,GYM-56029,Showers are cold
Cancelled,20,49.99,1,1,2.9,140,94,1,2,0,m,Uptown,Cash,2024-04-05,WINTER20,Yes,Night,GYM-27736,Showers are cold
Renewed,9,59.99,3,6,1.8,78,269,1,0,0,Female,Uptown,Credit Card,2024-04-07,nan,Y,Morning,GYM-13734,Prefers morning yoga
Renewed,44,79.99,5,7,0.2,148,373,1,0,0,F,Downtown,Credit Card,2024-04-08,SUMMER50,No,Night,GYM-17531,Requested new barbell sets
Expired,21,49.99,3,11,3.8,126,125,3,1,0,Female,Uptown,Credit Card,10/04/24,nan,Yes,Evening,GYM-43186,Prefers morning yoga
Renewed,32,49.99,5,7,1.6,157,358,2,0,0,m,Downtown,Cash,2024-04-11,nan,Yes,Night,GYM-55077,Showers are cold
Renewed,23,49.99,7,9,5.1,278,328,1,1,0,Male,Northside,Cash,2024-04-13,nan,No,Night,GYM-51220,Requested new barbell sets
Cancelled,16,59.99,3,5,5.0,37,317,1,2,0,F,Downtown,Direct Debit,2024-04-14,SUMMER50,No,Afternoon,GYM-94027,Prefers morning yoga
Renewed,40,49.99,3,7,5.1,156,11,0,0,0,femal,Northside,Cash,15/04/24,nan,Y,Afternoon,GYM-53944,Prefers morning yoga
Cancelled,42,59.99,6,2,0.2,287,293,1,0,0,Female,Downtown,Cash,2024-04-17,nan,Yes,Morning,GYM-72876,Prefers morning yoga
Cancelled,29,,5,0,0.3,111,294,1,2,0,m,Uptown,Cash,2024-04-18,nan,Yes,Morning,GYM-81842,Showers are cold
Expired,9,49.99,3,6,8.8,189,341,0,0,0,femal,Northside,Credit Card,2024-04-20,WINTER20,Y,Evening,GYM-58241,Showers are cold
Renewed,29,49.99,3,6,1.3,105,3,0,0,0,m,Downtown,Direct Debit,21/04/24,nan,Yes,Night,GYM-73841,Showers are cold
Expired,38,49.99,5,7,0.5,90,303,2,0,0,m,Northside,Credit Card,2024-04-23,nan,No,Afternoon,GYM-14291,Requested new barbell sets
Renewed,20,49.99,3,7,2.9,48,390,2,0,0,Male,Downtown,Direct Debit,2024-04-24,nan,Yes,Evening,GYM-90496,Requested new barbell sets
Renewed,36,79.99,1,6,0.6,160,315,1,0,0,F,Downtown,Cash,2024-04-26,nan,No,Evening,GYM-84632,Requested new barbell sets
Renewed,34,49.99,5,13,2.6,3,167,0,0,0,Female,Northside,Cash,27/04/24,nan,Yes,Morning,GYM-50428,Showers are cold
Expired,40,,7,6,3.6,197,7,0,0,0,F,Northside,Credit Card,2024-04-29,nan,No,Afternoon,GYM-22612,Requested new barbell sets
Renewed,36,59.99,3,7,3.1,253,123,0,1,0,m,Northside,Credit Card,2024-04-30,nan,No,Night,GYM-67911,Requested new barbell sets
Renewed,25,49.99,1,6,0.6,89,371,3,0,0,Male,Uptown,Credit Card,2024-05-02,nan,Y,Morning,GYM-92698,Prefers morning yoga
Cancelled,46,59.99,4,0,1.0,19,313,3,2,0,femal,Downtown,Direct Debit,03/05/24,SUMMER50,Yes,Evening,GYM-68269,Showers are cold
Renewed,33,49.99,4,2,1.1,76,184,0,0,0,Male,Downtown,Credit Card,2024-05-04,nan,Yes,Evening,GYM-98178,Prefers morning yoga
Renewed,34,79.99,8,5,1.4,219,34,4,0,0,m,Northside,Cash,2024-05-06,nan,Yes,Afternoon,GYM-37814,Showers are cold
Renewed,25,79.99,3,8,0.4,161,72,0,0,0,F,Downtown,Direct Debit,2024-05-07,WINTER20,No,Afternoon,GYM-66673,Showers are cold
Renewed,30,59.99,4,5,1.2,114,370,2,0,0,femal,Downtown,Direct Debit,09/05/24,nan,No,Night,GYM-89986,Requested new barbell sets
Renewed,26,79.99,4,5,1.4,93,12,1,0,0,F,Downtown,Cash,2024-05-10,nan,No,Afternoon,GYM-87207,Prefers morning yoga
Renewed,33,49.99,8,8,1.5,132,38,2,0,0,Male,Northside,Credit Card,2024-05-12,SUMMER50,Yes,Afternoon,GYM-60767,Prefers morning yoga
Cancelled,52,49.99,3,1,3.4,171,83,0,3,0,femal,Downtown,Credit Card,2024-05-13,nan,No,Morning,GYM-77385,Requested new barbell sets
Renewed,21,59.99,2,6,1.5,113,20,0,0,0,M,Downtown,Cash,15/05/24,nan,Yes,Morning,GYM-57901,Prefers morning yoga
Renewed,18,59.99,3,3,0.5,8,252,1,0,0,Male,Uptown,Cash,2024-05-16,nan,Yes,Night,GYM-44711,Prefers morning yoga
Cancelled,49,49.99,5,2,2.2,298,302,0,2,0,femal,Uptown,Cash,2024-05-18,SUMMER50,No,Morning,GYM-61522,Showers are cold
Renewed,32,49.99,5,8,3.2,259,257,1,0,0,Male,Northside,Cash,2024-05-19,nan,Yes,Night,GYM-50476,Prefers morning yoga
Cancelled,28,49.99,6,2,0.8,169,299,0,2,0,Female,Downtown,Direct Debit,21/05/24,SUMMER50,No,Morning,GYM-22861,Prefers morning yoga
Renewed,45,49.99,5,10,2.1,97,29,0,0,0,Male,Downtown,Direct Debit,2024-05-22,nan,No,Evening,GYM-34218,Showers are cold
Renewed,28,49.99,5,13,0.3,168,127,0,0,0,M,Uptown,Credit Card,2024-05-23,nan,Y,Morning,GYM-77356,Requested new barbell sets
Renewed,-5,59.99,6,9,0.8,217,310,1,1,0,femal,Northside,Direct Debit,2024-05-25,nan,No,Night,GYM-18632,Showers are cold
Renewed,41,49.99,0,5,4.8,43,39,1,0,0,femal,Northside,Direct Debit,26/05/24,WINTER20,Yes,Morning,GYM-39884,Requested new barbell sets
Renewed,30,49.99,3,5,4.8,260,96,1,0,0,Male,Downtown,Direct Debit,2024-05-28,nan,No,Afternoon,GYM-57388,Requested new barbell sets
Renewed,56,59.99,1,6,1.7,284,223,2,0,0,F,Uptown,Cash,2024-05-29,nan,Yes,Evening,GYM-51063,Showers are cold
Renewed,28,59.99,6,14,2.4,125,91,2,0,0,Female,Uptown,Direct Debit,2024-05-31,nan,Yes,Morning,GYM-76104,Showers are cold
Renewed,42,79.99,1,10,3.8,259,279,3,0,0,Female,Uptown,Credit Card,01/06/24,nan,No,Evening,GYM-10310,Requested new barbell sets
Renewed,37,,7,9,6.4,213,169,0,1,0,Male,Downtown,Direct Debit,2024-06-03,nan,No,Evening,GYM-44675,Showers are cold
Renewed,48,49.99,3,9,1.3,199,283,1,0,0,Female,Downtown,Cash,2024-06-04,nan,Yes,Evening,GYM-19899,Showers are cold
Renewed,50,79.99,3,3,1.6,235,221,2,0,0,Female,Downtown,Direct Debit,2024-06-06,nan,Yes,Evening,GYM-78991,Prefers morning yoga
Renewed,35,59.99,3,4,1.1,135,116,1,0,0,Male,Uptown,Credit Card,07/06/24,nan,No,Afternoon,GYM-14502,Showers are cold
Cancelled,27,49.99,3,2,0.1,115,247,1,4,0,M,Northside,Direct Debit,2024-06-09,nan,Yes,Afternoon,GYM-26964,Showers are cold
Renewed,39,,4,11,1.1,154,360,2,0,0,femal,Downtown,Credit Card,2024-06-10,WINTER20,No,Night,GYM-61167,Prefers morning yoga
Cancelled,28,,5,1,3.1,17,348,1,2,0,Male,Downtown,Cash,2024-06-11,nan,Yes,Night,GYM-66795,Requested new barbell sets
Cancelled,55,49.99,4,3,3.3,3,353,2,4,0,F,Northside,Credit Card,13/06/24,nan,Yes,Night,GYM-82398,Requested new barbell sets
Renewed,36,49.99,2,10,4.5,164,88,1,0,1,m,Northside,Credit Card,2024-06-14,nan,No,Night,GYM-14055,Showers are cold
Cancelled,31,49.99,3,2,0.1,126,77,2,2,0,M,Uptown,Cash,2024-06-16,nan,No,Evening,GYM-28244,Showers are cold
Expired,36,49.99,4,7,1.5,212,73,1,0,0,Male,Downtown,Credit Card,2024-06-17,nan,No,Evening,GYM-21876,Requested new barbell sets
Renewed,21,49.99,2,13,0.2,47,391,0,1,0,M,Uptown,Direct Debit,19/06/24,nan,No,Evening,GYM-78827,Showers are cold
Renewed,25,,3,5,0.4,45,13,1,0,0,m,Downtown,Direct Debit,2024-06-20,nan,Yes,Afternoon,GYM-37807,Requested new barbell sets
Cancelled,47,49.99,0,1,4.6,45,44,1,2,0,Female,Uptown,Credit Card,2024-06-22,nan,No,Afternoon,GYM-78479,Requested new barbell sets
Cancelled,28,,8,7,1.4,47,37,1,4,0,Female,Uptown,Direct Debit,2024-06-23,nan,Yes,Evening,GYM-22219,Prefers morning yoga
Renewed,24,59.99,4,12,2.8,186,244,4,0,0,m,Northside,Direct Debit,25/06/24,nan,No,Evening,GYM-61663,Prefers morning yoga
Renewed,40,59.99,3,11,0.1,119,61,0,1,0,Female,Downtown,Cash,2024-06-26,nan,No,Evening,GYM-36953,Showers are cold
Renewed,46,79.99,8,9,1.1,131,95,2,2,0,M,Northside,Credit Card,2024-06-28,nan,Yes,Evening,GYM-65644,Showers are cold
Renewed,42,49.99,5,6,2.2,18,322,0,0,0,Female,Northside,Direct Debit,2024-06-29,nan,Yes,Afternoon,GYM-33027,Requested new barbell sets
Cancelled,44,49.99,3,3,0.3,274,251,3,1,0,m,Northside,Credit Card,30/06/24,nan,No,Morning,GYM-28274,Showers are cold
Renewed,27,59.99,5,10,0.8,231,60,1,1,0,m,Downtown,Credit Card,2024-07-02,WINTER20,Yes,Night,GYM-58108,Prefers morning yoga
Renewed,20,79.99,1,7,0.1,41,268,1,0,0,femal,Uptown,Direct Debit,2024-07-03,nan,Y,Night,GYM-84007,Requested new barbell sets
Cancelled,50,59.99,4,1,2.1,91,118,2,4,0,m,Uptown,Cash,2024-07-05,nan,Yes,Morning,GYM-43622,Requested new barbell sets
Renewed,31,49.99,3,9,7.1,260,86,1,0,0,F,Downtown,Cash,06/07/24,nan,Yes,Afternoon,GYM-80819,Showers are cold
Renewed,32,79.99,1,10,3.5,47,82,0,0,0,M,Downtown,Credit Card,2024-07-08,nan,Yes,Afternoon,GYM-39676,Requested new barbell sets
Cancelled,48,49.99,3,7,7.3,281,79,0,1,0,m,Uptown,Cash,2024-07-09,nan,Yes,Morning,GYM-26781,Requested new barbell sets
Cancelled,40,79.99,4,1,3.7,73,227,3,2,0,femal,Uptown,Direct Debit,2024-07-11,nan,No,Night,GYM-90963,Requested new barbell sets
Renewed,39,79.99,1,10,3.9,215,302,1,0,0,M,Northside,Direct Debit,12/07/24,nan,No,Night,GYM-39099,Prefers morning yoga
Renewed,56,49.99,6,6,1.7,220,110,3,0,0,femal,Uptown,Cash,2024-07-14,nan,No,Morning,GYM-13503,Requested new barbell sets
Renewed,28,59.99,2,12,1.5,108,369,1,0,0,F,Northside,Cash,2024-07-15,nan,Yes,Morning,GYM-42617,Prefers morning yoga
Renewed,44,49.99,4,4,1.0,134,309,0,0,0,M,Uptown,Credit Card,2024-07-17,WINTER20,Y,Evening,GYM-30854,Requested new barbell sets
Renewed,35,49.99,4,9,3.4,237,70,0,0,0,Male,Uptown,Cash,18/07/24,nan,Yes,Morning,GYM-87599,Showers are cold
Renewed,37,59.99,6,7,0.4,154,327,1,0,0,F,Uptown,Credit Card,2024-07-19,nan,Y,Morning,GYM-33543,Showers are cold
Renewed,50,59.99,3,3,0.1,55,24,2,0,0,F,Northside,Direct Debit,2024-07-21,nan,Yes,Night,GYM-62947,Requested new barbell sets
Renewed,40,79.99,3,10,5.9,197,278,1,0,0,Female,Northside,Cash,2024-07-22,nan,No,Evening,GYM-43399,Showers are cold
Renewed,40,59.99,2,5,0.0,37,201,1,0,0,m,Uptown,Credit Card,24/07/24,nan,No,Evening,GYM-91808,Prefers morning yoga
Renewed,45,49.99,7,6,7.5,216,224,2,0,0,F,Northside,Credit Card,2024-07-25,nan,Yes,Night,GYM-22984,Requested new barbell sets
Renewed,31,,2,9,2.6,230,266,1,1,0,M,Northside,Credit Card,2024-07-27,nan,Yes,Night,GYM-72886,Prefers morning yoga
Renewed,26,79.99,4,4,0.8,256,282,1,0,0,Male,Northside,Credit Card,2024-07-28,nan,No,Afternoon,GYM-10927,Requested new barbell sets
Renewed,24,49.99,5,8,2.4,208,116,0,1,0,M,Northside,Direct Debit,30/07/24,nan,Yes,Evening,GYM-73427,Prefers morning yoga
Cancelled,15,79.99,2,2,3.4,200,66,2,3,0,M,Downtown,Cash,2024-07-31,nan,No,Morning,GYM-91623,Showers are cold
Cancelled,55,49.99,5,1,0.6,136,46,1,1,0,Male,Northside,Credit Card,2024-08-02,nan,No,Evening,GYM-69371,Prefers morning yoga
Cancelled,23,79.99,5,2,2.9,127,240,1,1,0,femal,Uptown,Cash,2024-08-03,nan,No,Afternoon,GYM-27445,Prefers morning yoga
Cancelled,32,49.99,3,3,3.3,52,177,1,2,0,Female,Northside,Cash,05/08/24,nan,Y,Morning,GYM-25286,Showers are cold
Renewed,32,49.99,4,4,0.6,83,7,1,0,0,m,Uptown,Direct Debit,2024-08-06,nan,Yes,Afternoon,GYM-78897,Showers are cold
Renewed,38,49.99,4,9,0.1,208,182,0,1,0,F,Northside,Cash,2024-08-07,nan,Yes,Night,GYM-31121,Requested new barbell sets
Renewed,43,59.99,2,5,0.5,284,76,0,0,0,m,Uptown,Direct Debit,2024-08-09,nan,Yes,Afternoon,GYM-60851,Requested new barbell sets
Cancelled,43,49.99,3,2,0.4,35,66,1,4,0,Female,Downtown,Direct Debit,10/08/24,nan,No,Night,GYM-81237,Prefers morning yoga
Cancelled,29,49.99,3,3,0.1,214,147,3,2,0,femal,Uptown,Credit Card,2024-08-12,nan,Y,Afternoon,GYM-26964,Requested new barbell sets
Renewed,33,59.99,3,6,2.6,26,172,1,0,0,Male,Northside,Direct Debit,2024-08-13,nan,Y,Night,GYM-14200,Prefers morning yoga
Renewed,37,79.99,6,5,1.0,145,34,2,1,0,m,Northside,Credit Card,2024-08-15,WINTER20,Y,Evening,GYM-76415,Requested new barbell sets
Renewed,32,49.99,1,9,4.3,17,76,0,0,0,M,Uptown,Direct Debit,16/08/24,nan,No,Night,GYM-77018,Showers are cold
Renewed,51,,2,10,0.6,117,279,1,0,0,F,Downtown,Direct Debit,2024-08-18,nan,Y,Evening,GYM-20487,Showers are cold
Cancelled,39,49.99,3,2,1.2,136,184,1,3,0,F,Northside,Cash,2024-08-19,nan,Yes,Night,GYM-17070,Showers are cold
Cancelled,42,49.99,1,2,2.0,66,54,3,2,0,femal,Northside,Credit Card,2024-08-21,nan,Y,Afternoon,GYM-81988,Showers are cold
Renewed,41,79.99,6,8,4.2,29,392,1,1,0,Female,Uptown,Cash,22/08/24,nan,No,Afternoon,GYM-38020,Prefers morning yoga
Expired,46,79.99,4,10,1.5,72,93,1,0,0,Female,Uptown,Direct Debit,2024-08-24,nan,Yes,Afternoon,GYM-81516,Showers are cold
Cancelled,36,59.99,3,5,0.9,122,143,0,0,0,Male,Downtown,Credit Card,2024-08-25,nan,Yes,Night,GYM-84336,Showers are cold
Renewed,22,49.99,9,11,4.0,227,246,2,0,0,Female,Uptown,Direct Debit,2024-08-26,nan,Yes,Night,GYM-53952,Showers are cold
Renewed,38,,5,7,0.7,272,199,1,0,0,m,Northside,Direct Debit,28/08/24,nan,No,Afternoon,GYM-94506,Showers are cold
Renewed,28,59.99,6,9,0.2,245,235,0,0,0,F,Uptown,Cash,2024-08-29,nan,No,Evening,GYM-77655,Requested new barbell sets
Renewed,29,79.99,5,8,1.2,38,313,1,0,0,Male,Downtown,Credit Card,2024-08-31,WINTER20,Yes,Night,GYM-72959,Prefers morning yoga
Renewed,40,59.99,3,6,3.1,169,319,0,0,0,Female,Downtown,Credit Card,2024-09-01,nan,No,Evening,GYM-34709,Prefers morning yoga
Renewed,47,59.99,4,11,0.1,101,219,2,0,0,M,Northside,Credit Card,03/09/24,nan,Yes,Night,GYM-78781,Requested new barbell sets
Renewed,35,59.99,5,7,1.8,293,331,0,0,0,F,Uptown,Direct Debit,2024-09-04,nan,No,Afternoon,GYM-36392,Requested new barbell sets
Renewed,38,49.99,7,9,1.8,242,370,1,1,0,Male,Northside,Credit Card,2024-09-06,nan,No,Evening,GYM-66929,Prefers morning yoga
Cancelled,52,79.99,1,1,5.3,156,215,1,2,0,F,Downtown,Direct Debit,2024-09-07,nan,Y,Morning,GYM-47256,Prefers morning yoga
Renewed,37,59.99,6,5,0.7,264,48,2,0,0,m,Downtown,Direct Debit,09/09/24,nan,Yes,Night,GYM-41715,Requested new barbell sets
Renewed,61,59.99,3,11,0.7,256,284,0,1,0,femal,Uptown,Direct Debit,2024-09-10,nan,Y,Evening,GYM-16546,Showers are cold
Renewed,40,49.99,5,6,1.2,122,117,0,0,0,Female,Uptown,Credit Card,2024-09-12,nan,Yes,Afternoon,GYM-11136,Prefers morning yoga
Expired,17,59.99,3,10,0.9,46,81,0,0,0,femal,Northside,Cash,2024-09-13,nan,No,Evening,GYM-98128,Requested new barbell sets
Renewed,42,59.99,5,8,2.7,9,262,4,0,0,Female,Downtown,Direct Debit,14/09/24,nan,No,Morning,GYM-28135,Showers are cold
Renewed,38,49.99,4,13,2.1,143,76,0,0,0,Female,Northside,Cash,2024-09-16,WINTER20,No,Morning,GYM-80497,Showers are cold
Expired,47,49.99,6,9,2.8,298,210,0,0,0,M,Northside,Credit Card,2024-09-17,WINTER20,Y,Evening,GYM-49312,Requested new barbell sets
Cancelled,41,59.99,4,5,3.4,151,121,1,3,0,m,Northside,Credit Card,2024-09-19,nan,No,Morning,GYM-50355,Prefers morning yoga
Cancelled,33,59.99,6,3,5.1,135,324,3,2,0,M,Downtown,Credit Card,20/09/24,nan,Y,Night,GYM-89756,Prefers morning yoga
Renewed,22,59.99,5,11,1.1,74,89,0,0,0,m,Uptown,Credit Card,2024-09-22,nan,Yes,Morning,GYM-25448,Showers are cold
Renewed,32,49.99,2,7,8.4,25,257,2,0,0,m,Downtown,Credit Card,2024-09-23,nan,Yes,Evening,GYM-53851,Requested new barbell sets
Cancelled,26,59.99,1,0,0.5,6,160,2,5,0,m,Northside,Cash,2024-09-25,nan,No,Evening,GYM-90532,Showers are cold
Expired,29,49.99,1,11,2.5,78,175,0,1,0,Female,Downtown,Credit Card,26/09/24,nan,Yes,Night,GYM-49268,Showers are cold
Cancelled,40,49.99,3,2,1.5,14,292,2,0,0,Female,Northside,Credit Card,2024-09-28,nan,Y,Night,GYM-47741,Showers are cold
Cancelled,51,49.99,5,0,3.4,206,88,3,7,0,Female,Northside,Credit Card,2024-09-29,nan,No,Evening,GYM-27135,Requested new barbell sets
Renewed,38,49.99,3,6,1.3,88,126,1,0,0,M,Uptown,Credit Card,2024-10-01,nan,No,Afternoon,GYM-10748,Prefers morning yoga
Cancelled,23,49.99,5,1,3.1,96,358,2,1,0,Male,Northside,Credit Card,02/10/24,nan,No,Night,GYM-92186,Showers are cold
Renewed,39,49.99,4,7,5.3,215,285,2,0,0,femal,Downtown,Direct Debit,2024-10-03,nan,No,Afternoon,GYM-95741,Prefers morning yoga
Renewed,46,49.99,3,13,2.6,258,296,1,0,1,m,Uptown,Direct Debit,2024-10-05,nan,Yes,Morning,GYM-96154,Prefers morning yoga
Renewed,28,49.99,6,7,3.0,286,259,0,2,0,M,Uptown,Cash,2024-10-06,nan,No,Morning,GYM-52148,Requested new barbell sets
Renewed,33,59.99,5,9,0.1,74,338,0,0,0,Female,Uptown,Credit Card,08/10/24,nan,No,Night,GYM-32297,Prefers morning yoga
Renewed,35,49.99,6,8,0.5,241,243,3,1,0,femal,Uptown,Cash,2024-10-09,nan,Y,Night,GYM-73160,Prefers morning yoga
Renewed,27,49.99,2,11,7.3,16,110,1,0,0,Female,Uptown,Cash,2024-10-11,nan,Yes,Evening,GYM-49577,Showers are cold
Cancelled,-5,79.99,5,1,2.4,176,23,1,4,0,Male,Downtown,Credit Card,2024-10-12,nan,No,Morning,GYM-45945,Requested new barbell sets
Renewed,33,49.99,6,7,1.6,258,49,0,0,0,Female,Northside,Credit Card,14/10/24,SUMMER50,Yes,Night,GYM-62372,Requested new barbell sets
Cancelled,39,59.99,3,1,0.9,122,36,1,1,0,m,Northside,Direct Debit,2024-10-15,nan,Yes,Evening,GYM-64681,Showers are cold
Renewed,26,49.99,5,9,0.1,110,180,2,0,0,F,Northside,Credit Card,2024-10-17,nan,No,Afternoon,GYM-37406,Showers are cold
Renewed,30,49.99,5,8,0.9,255,252,2,0,0,femal,Northside,Direct Debit,2024-10-18,nan,Yes,Evening,GYM-27086,Prefers morning yoga
Renewed,42,59.99,6,5,1.4,233,24,2,1,0,Female,Uptown,Cash,20/10/24,nan,No,Morning,GYM-19890,Prefers morning yoga
Renewed,31,,3,7,0.5,39,348,1,0,0,Male,Northside,Cash,2024-10-21,nan,No,Evening,GYM-42968,Requested new barbell sets
Renewed,52,79.99,6,6,0.4,121,124,0,0,0,femal,Northside,Direct Debit,2024-10-22,nan,Yes,Evening,GYM-72057,Requested new barbell sets
Renewed,31,59.99,11,11,1.4,214,30,0,0,0,F,Uptown,Direct Debit,2024-10-24,nan,No,Night,GYM-38374,Prefers morning yoga
Renewed,-5,79.99,5,12,1.8,295,236,0,0,0,femal,Uptown,Credit Card,25/10/24,nan,Yes,Evening,GYM-26195,Showers are cold
Expired,44,49.99,6,10,0.5,285,226,0,1,0,m,Uptown,Direct Debit,2024-10-27,nan,No,Morning,GYM-57323,Requested new barbell sets
Renewed,20,49.99,5,7,1.8,280,347,0,0,0,m,Northside,Direct Debit,2024-10-28,nan,Yes,Evening,GYM-88680,Showers are cold
Cancelled,17,49.99,5,4,4.6,6,37,1,0,0,m,Uptown,Credit Card,2024-10-30,nan,Yes,Evening,GYM-46309,Prefers morning yoga
Renewed,19,49.99,2,10,1.3,91,382,0,0,0,Male,Uptown,Cash,31/10/24,nan,No,Morning,GYM-89576,Requested new barbell sets
Cancelled,47,59.99,10,1,3.9,122,57,1,0,0,F,Downtown,Direct Debit,2024-11-02,nan,Y,Afternoon,GYM-82691,Requested new barbell sets
Cancelled,29,59.99,2,3,5.2,95,235,0,2,0,m,Downtown,Credit Card,2024-11-03,WINTER20,No,Afternoon,GYM-85737,Prefers morning yoga
Cancelled,60,49.99,2,1,0.2,0,180,1,1,0,Female,Northside,Credit Card,2024-11-05,nan,Yes,Morning,GYM-13505,Prefers morning yoga
Renewed,29,79.99,2,4,0.2,90,113,0,0,0,F,Uptown,Direct Debit,06/11/24,nan,Yes,Afternoon,GYM-70444,Showers are cold
Renewed,36,79.99,3,6,1.3,6,305,1,0,0,m,Northside,Cash,2024-11-08,nan,No,Evening,GYM-91645,Showers are cold
Renewed,50,49.99,3,12,1.8,119,131,2,1,0,F,Downtown,Credit Card,2024-11-09,nan,No,Night,GYM-46927,Prefers morning yoga
Expired,55,49.99,3,8,1.1,128,347,1,1,0,femal,Downtown,Direct Debit,2024-11-10,nan,Yes,Morning,GYM-17080,Prefers morning yoga
Cancelled,55,49.99,3,4,0.8,178,179,1,1,0,Female,Uptown,Cash,12/11/24,nan,No,Evening,GYM-23407,Prefers morning yoga
Expired,47,49.99,7,6,2.0,97,77,1,0,0,M,Northside,Direct Debit,2024-11-13,nan,Yes,Night,GYM-38313,Requested new barbell sets
Renewed,45,49.99,5,13,0.0,42,219,3,1,0,m,Downtown,Credit Card,2024-11-15,nan,Yes,Evening,GYM-98603,Prefers morning yoga
Cancelled,40,59.99,6,0,6.9,182,141,0,1,0,Female,Uptown,Credit Card,2024-11-16,nan,No,Morning,GYM-82189,Requested new barbell sets
Expired,42,49.99,1,15,0.5,184,384,2,0,0,Male,Northside,Credit Card,18/11/24,nan,Yes,Evening,GYM-72803,Prefers morning yoga
Renewed,29,49.99,4,12,5.0,52,42,3,0,0,femal,Uptown,Direct Debit,2024-11-19,nan,Yes,Morning,GYM-55306,Requested new barbell sets
Renewed,26,79.99,3,15,0.2,227,117,1,0,0,m,Uptown,Credit Card,2024-11-21,nan,Yes,Evening,GYM-55094,Showers are cold
Cancelled,34,59.99,7,2,0.5,160,58,2,3,0,M,Downtown,Direct Debit,2024-11-22,nan,No,Night,GYM-26452,Showers are cold
Cancelled,33,79.99,4,1,0.5,234,60,2,2,0,femal,Northside,Cash,24/11/24,WINTER20,Yes,Night,GYM-21383,Requested new barbell sets
Cancelled,30,49.99,3,5,11.1,199,40,2,1,0,Female,Downtown,Cash,2024-11-25,nan,No,Night,GYM-68453,Showers are cold
Renewed,41,49.99,7,6,0.0,0,273,1,0,0,femal,Northside,Cash,2024-11-27,nan,Y,Afternoon,GYM-65472,Showers are cold
Cancelled,999,59.99,1,1,2.0,13,187,2,0,0,Female,Northside,Cash,2024-11-28,nan,Yes,Evening,GYM-13018,Requested new barbell sets
Renewed,35,49.99,4,9,4.1,212,334,1,0,0,F,Uptown,Credit Card,29/11/24,nan,No,Evening,GYM-12653,Prefers morning yoga
Renewed,49,49.99,3,5,2.2,276,186,0,0,0,m,Uptown,Credit Card,2024-12-01,nan,No,Night,GYM-73568,Prefers morning yoga
Renewed,23,59.99,5,10,0.9,33,227,1,0,0,M,Northside,Direct Debit,2024-12-02,nan,Yes,Morning,GYM-34916,Requested new barbell sets
